"segment_id","speaker","startTime","endTime","sentence"
"194","P1","00:27:29","00:27:34","Das kann sogar sein, weil davon haben wir recht viel gemacht."
"195","P1","00:27:37","00:27:50","Welchen Artikel haben wir nach diesem Vierkant Stahl am häufigsten verkauft?"
"196","P1","00:27:52","00:27:55","Jetzt denke ich, sind wir überall bei relativ einfachen Fragen."
"197","P1","00:27:55","00:27:58","Die hätte ich in Sage zügig."
"198","I","00:28:18","00:28:18","Was meint er jetzt?"
"199","P1","00:28:18","00:28:28","Also hat Produkte gezeigt, der Artikel, das ist ein Artikel, den haben wir verkauft, aber das für uns so ein Sammelartikel, da kann sehr viel drin sein."
"200","P1","00:28:28","00:28:32","Deswegen kann ich nicht mal sagen, ob das nicht stimmt, ob ich wüsste, worauf."
"201","P1","00:28:32","00:28:33","Ich eigentlich aus bin."
"202","P1","00:28:35","00:28:36","Ja, der ist es."
"203","P1","00:28:41","00:28:43","Soll ich nebendran schauen, ob das stimmt?"
"204","I","00:28:44","00:28:46","Wenn du möchtest, das wäre super."
"205","I","00:28:46","00:28:50","Also wäre natürlich gut zu Das wäre."
"206","P1","00:28:50","00:28:54","Mein erster Zuverlässigkeitscheck, sowas stimmt."
"207","I","00:28:54","00:28:57","Ist tatsächlich auch Teil der Query."
"208","I","00:28:57","00:29:00","Ich mache nur kurz das Screen Recording an, weil ich ver hatte das zu aktivieren."
"209","I","00:29:02","00:29:03","Das wird auch alles schon aufgezeichnet."
"210","I","00:29:05","00:29:29","Genau, weil das ist auch eigentlich der Punkt, wo ich auch viel dran gearbeitet habe, Weil diese Hypothesen, die ich euch gezeigt hatte, diese Hypothese 2 vor allem, wo es darum geht oder B, wo es darum geht, die tatsächliche Performance von dem System zu evaluieren, ist genau dieser Vergleich zwischen einerseits dem systemgenerierten oder der systemgeneriert generierten Antwort und der Expert Review Antwort sozusagen."
"211","I","00:29:29","00:29:33","Also ist natürlich super, wenn das schnell gemacht ist, hier drin auch aufzubauen."
"212","P1","00:29:34","00:29:35","Schau, wie schnell das geht."
"213","P1","00:29:35","00:29:39","Aber in der Zwischenzeit mach doch du mal mit, was dich interessieren würde weiter."
"214","I","00:29:41","00:29:43","Möchtest du einen neuen Chat machen, dann."
"215","P1","00:29:43","00:29:45","Kannst du Nö, alles gut."
"216","I","00:29:46","00:29:46","Wunderbar."
"217","I","00:29:49","00:29:53","Hier ist auch der Fragenkatalog, falls du Inspiration benötigst."
"218","I","00:29:59","00:30:01","Ich mache kurz das Fenster auf."
"219","P2","00:30:47","00:30:47","Ja klar."
"220","P1","00:30:49","00:30:50","Genau."
"221","P1","00:30:57","00:30:58","Das könnte so machen."
"222","P1","00:31:00","00:31:12","Das ist jetzt nicht so schlecht, weil geplant heißt, er versteht, dass ein offener Fertigungsauftrag irgendetwas mit geplantem Fertigen zu tun hat."
"223","P1","00:31:16","00:31:19","Sehe ich irgendwo aus welchen Feldern er das nimmt?"
"224","I","00:31:20","00:31:22","Konkret kannst du ihn gerade mal fragen."
"225","I","00:31:26","00:31:40","Genau, weil das war auch ein wichtiger Punkt für mich, eben diese Transparenz, dieses Vertrauen, auch diese Hilfsbereitschaft, sag ich mal, tatsächlich noch eine Weile gedauert, ihm diese Art Persönlichkeit, sag ich mal, zu geben, weil ich glaube, das ist auch noch sehr wichtig."
"226","P1","00:31:44","00:31:49","Den meistverkauften Artikel."
"227","P1","00:31:51","00:31:55","Er hat den zweitmeistverkauften Artikel als meistverkauften Artikel."
"228","P1","00:31:56","00:31:57","Nein, stimmt nicht."
"229","P1","00:31:59","00:31:59","Er hat."
"230","P1","00:32:02","00:32:09","OK, er hat zwar recht, aber unter anderem zum Beispiel sonstige Artikel umfasst."
"231","P1","00:32:09","00:32:23","Jetzt die beiden ersten, die er genannt hat und dann habe ich Nenn mir den dritthäufigsten und dann holt er den dritthäufigsten wahrscheinlich, weil alles andere unter solche Artikel summiert wird."
"232","P1","00:32:24","00:32:25","Nicht falsch, aber auch nicht."
"233","I","00:32:27","00:32:28","Konnte er das beantworten?"
"234","P2","00:32:28","00:32:30","Die wir Ist noch dran."
"235","I","00:32:30","00:32:31","Ist noch dran."
"236","P2","00:32:33","00:32:36","Er konnte das natürlich aber systemisch beantworten."
"237","P2","00:32:37","00:32:46","Ich habe jetzt natürlich gesagt, wie heißen denn die Tabellen und Felder und jetzt ist er am Konzipieren."
"238","P1","00:32:46","00:32:47","Rückmeldungen."
"239","P2","00:32:54","00:32:58","Stempelpack, Stamp Nicht unbedingt, aber schön."
"240","I","00:33:11","00:33:16","Ist es jetzt eher verblüffend oder erwartet oder was ist so eure erhofft?"
"241","P2","00:33:16","00:33:22","Auf jeden Fall, ich möchte natürlich das dazu sagen."
"242","P2","00:33:22","00:33:30","Die OfficeLine Datenbank hinter dieser ERP Lösung arbeitet mit sinnbehafteten Ausdrücken."
"243","P2","00:33:30","00:33:39","Das heißt, die Tabellen heißen so, wie es Sinn machen könnte und die Spalten heißen so, wie es Sinn machen könnte."
"244","P2","00:33:39","00:33:45","Von daher, er hat jetzt etwas beigezogen."
"245","P2","00:33:46","00:33:52","Der Stampelbackup, der braucht es an dieser Stelle aus meiner Sicht Datentechnik nicht, aber ist ja wurscht."
"246","P2","00:33:54","00:34:00","Ist kein Fehlergrund, ist ein bisschen zu umfangreich."
"247","I","00:34:01","00:34:06","Gibt es da eine Tabelle, die dir eher gefehlt hätte, die er nicht genannt hat?"
"248","P2","00:34:06","00:34:13","Sonst war richtig, das sind die Rückmeldungen und die AB."
"249","P2","00:34:13","00:34:19","Das ist schon okay."
"250","P1","00:34:20","00:34:25","Und jetzt denke ich, einfache Fragen war das mal."
"251","P1","00:34:25","00:34:37","Und jetzt wenn ich weiß wo, was der alles machen müsste, die Fertigungsdauer dieses Artikels herauszufinden, weil die sind verschachtelt, da gibt es Unterschritte Und ich."
"252","P1","00:34:37","00:34:40","Würde jetzt gern sehen, ob er das weiß."
"253","P1","00:34:42","00:34:46","Das ist ein spezifisches Feld plus dieses."
"254","P1","00:34:46","00:34:52","Bei allen Unterartikeln und es würde mich eigentlich verblüffen, wenn er das weiß."
"255","I","00:34:56","00:34:56","Oder."
"256","P1","00:34:56","00:34:58","Wenn du das jetzt summiert."
"257","P1","00:35:06","00:35:08","Oder er geht über die Rückmeldungen."
"258","P2","00:35:13","00:35:17","Mit der Rückmeldung, bin mir nicht sicher, ob er da zum Ziel kommt."
"259","P1","00:35:17","00:35:20","Ja, kommt zum Ist und nicht zum Soll."
"260","P1","00:35:31","00:35:40","Die Daten oder die Fertigungszeit ist im Fertigungsauftrag."
"261","I","00:35:50","00:35:54","Weißt du ursgrob, was alles in der Datenbank enthalten ist."
"262","I","00:35:55","00:35:59","In der OL Luisidina war das die einzige, auf die wir Zugriff haben."
"263","P2","00:35:59","00:36:00","Ja, grob schon."
"264","I","00:36:02","00:36:04","Und das sind vor allem so Produktionsdaten."
"265","P2","00:36:04","00:36:39","Und die Frage ist noch, ne, das ist also die Office Line repräsentiert jetzt eigentlich ein Rechnungswesen mit allem Drumsbums natürlich eine Chargen also eine Lagerverwaltung, aber Lagerverwaltung ist ja ein simpels Wort, aber es kann natürlich innerhalb der Lagerverwaltung First in, last out, blablabla, Plätze verwalten, Chargen verwalten und Serienum verwalten, das ist da drin."
"266","P2","00:36:39","00:36:45","Dann haben wir die ganze Produktion, also in der Produktion sind natürlich die Vorgabezeite."
"267","P2","00:36:46","00:36:54","Was wir jetzt ein bisschen anders gestaltet haben, vielleicht viele, ist, dass wir Kaskaden in der Ressourcenliste haben."
"268","P2","00:36:54","00:37:03","Das heißt, wir machen eigentlich aus A ein Produkt B und aus dem B machen wir ein C, machen wir ein D."
"269","P2","00:37:03","00:37:34","Und das ist nicht einfach ein String, weil wir schaffen damit losgrößen, Das heißt Sägen möchten wir 50 auf einmal, aber nicht fräsen, 50 blablabla, das ist auch in dieser Applikation drin und die zugehörigen Kosten und das Produkt weiß, wenn ich den Fertigartikel XY möchte und ich sage, ich will einer von denen, dann kann es alle davon abhängigen Unteraufträge auch auslösen."
"270","P2","00:37:34","00:37:41","Das heißt, es fängt dann beim Rohmaterial an und geht hoch über die verschiedenen Bearbeitungsstufen bis zum Endprodukt."
"271","P2","00:37:41","00:37:42","Das kann es natürlich."
"272","P2","00:37:43","00:38:06","Und dann haben wir in dieser Tabelle natürlich auch sämtliche, also wir reden jetzt von Betriebsdatenerfassung, wir haben aber auch die Personendatenerfassung, meint, dann ist er gekommen, dann ist er gegangen, die ganzen HR Daten haben wir auch Was verdient er für dass er diese Stunden gekommen wäre."
"273","P2","00:38:07","00:38:13","Das alles lässt sich natürlich dann letztendlich mit einer Abfrage auch in einer Antwort generieren."
"274","P2","00:38:13","00:38:16","Aus diesem Korsett möchten wir uns eigentlich lösen."
"275","P2","00:38:17","00:38:19","Also eigentlich möchten sie auf mich verzichten."
"276","P2","00:38:19","00:38:21","Das ist das Ziel."
"277","P2","00:38:23","00:38:32","Ich bin schlussendlich der versucht die Daten zusammenzuraffen, die Antwort geben könnte, die Geschäftsleitung interessiert."
"278","P2","00:38:32","00:38:42","Da wäre eine solche Lösung natürlich schneller als ich hoffe ich doch und auch sehr wertschöpfend."
"279","I","00:38:42","00:38:43","Ja, OK, spannend."
"280","I","00:38:43","00:38:45","Was hattest du jetzt eben versucht nicht."
"281","P1","00:38:47","00:39:07","Oben sagt er zweimal gar nichts, dann habe ich Hinweise auf Sollzeit und dann sagte er sowas 15 13 63 jetzt überprüfe ich mich sowohl Stückzeit als auch Rüstzeit in der Ressourcenliste als 0 0 angegeben und das stimmt nicht, das schaue ich jetzt."
"282","P1","00:39:07","00:39:25","Hier ist er müsste halt verstehen, das ist der Artikel und er hat eine Ressourcenliste, die braucht Material und Arbeit und bei der Arbeit ist die Stückzeit 22 Minuten."
"283","P2","00:39:25","00:39:30","Verstehe okay und das Material hier ist eine Materie."
"284","P2","00:39:30","00:39:35","Materialposition ist natürlich seinerseits auch ein Fertigungsartikel."
"285","P1","00:39:35","00:39:38","Das heißt da kommt noch bei den."
"286","I","00:39:38","00:39:40","Kaskaden genau."
"287","P2","00:39:43","00:39:44","Das scheint da nicht zu."
"288","P1","00:40:02","00:40:06","Wobei wenn ich so lang brauch, dann nicht wirklich brauchbar ist logischerweise."
"289","I","00:40:06","00:40:07","Klar."
"290","P1","00:40:17","00:40:28","Die Rüstzeit hat er jetzt selber da rausgefunden, während er hier oben sagte, dass das nicht so ist, weil er das Fräsen nicht aber dann können wir."
"291","P1","00:40:29","00:40:39","Dieser Artikel besteht aus einem Drehteil, das wir eben."
"292","P1","00:40:48","00:40:52","Die Zeit für das drehen."
"293","P1","00:40:57","00:41:06","Jetzt müsste er ja verstehen, dass da ein Artikel drin ist, also beim zugrunde liegenden Halbfertigprodukt nach der Drehzeit suchen."
"294","P1","00:41:10","00:41:14","Das stimmt nicht oder das findet er nicht."
"295","P2","00:41:17","00:41:18","Achtung Verschriebfehler."
"296","P1","00:41:19","00:41:26","Der Artikel heißt F.D."
"297","I","00:41:40","00:41:44","Und das sind alles Daten, die in dieser Datenbank drin sein sollten sind."
"298","P1","00:41:46","00:41:48","Er hat es ja nachher dann auch."
"299","P2","00:41:49","00:41:58","Gefunden, das keine Drehzahl des Artikels in der Tabelle der Ressourcentopologie nicht erfasst worden."
"300","P2","00:42:00","00:42:01","Er macht Sprung nicht."
"301","P1","00:42:02","00:42:04","Was ist das für Intervalle?"
"302","P2","00:42:05","00:42:11","Das ist der KK Ressource, das ist das, was du vorher zeigt hast, aber."
"303","P1","00:42:11","00:42:17","Dahinter da gibt es Drehen für diesen."
"304","P1","00:42:17","00:42:25","Artikel, das ist PPS f d und da gibt es die Stückzeit vier Minuten."
"305","P1","00:42:26","00:42:32","Das scheint er nicht zu finden, aber ich."
"306","P1","00:42:53","00:42:55","Schaffe er anscheinend nicht."
"307","I","00:42:59","00:43:02","Das sind dann ja wie Untertabellen von Untertabellen."
"308","P2","00:43:03","00:43:08","Ja, ja schon."
"309","P2","00:43:08","00:43:09","Ja, letztendlich schon."
"310","P1","00:43:12","00:43:15","Ein bisschen viel, was es nicht gäbe, weil wenn ich jetzt."
"311","P2","00:43:16","00:43:29","Eine Ressourcenliste ist in dieser ERP Lösung eigentlich ein Unikat, weil normalerweise in der Produktion hat man eine Stückliste und eine Prozessliste, die sind getrennt."
"312","P2","00:43:30","00:43:35","Dieses Produkt schiebt zusammen Material und Arbeit ist in einer Entität."
"313","P2","00:43:35","00:43:37","Das wird nicht getrennt."
"314","I","00:43:38","00:43:38","Und."
"315","P2","00:43:41","00:43:50","Das müsste er versuchen zu wirken oder etwas zu sagen, vielleicht was Dummes, aber etwas zu produzieren, brauche ich Material."
"316","P2","00:43:50","00:43:53","Ich brauche eine Maschine und ich brauche Arbeit."
"317","P2","00:43:56","00:44:04","Und bei diesem Produkt beschreibt man alles in der sogenannten Ressourcenliste."
"318","P2","00:44:04","00:44:06","Auch darum vielleicht diese Namensfindung."
"319","I","00:44:06","00:44:18","Das ist spannend eigentlich, weil wie erwähnt hatte, war die ganze Zielsetzung eigentlich ihm eben kein, sag ich mal, Domain oder unternehmensspezifisches Wissen zu."
"320","I","00:44:18","00:44:22","Das heißt, alles was er antwortet, ist rein basierend auf den Daten."
"321","I","00:44:22","00:44:30","Aber natürlich, wenn man diese Logik einbaut, hey, wenn ich Material habe, brauche ich auch eine Maschine, wäre natürlich auch eine."
"322","P2","00:44:30","00:44:38","Kann sein, dass man das noch parametrisiert, aber schön wäre natürlich, wenn er diese Logik erkennen könnte."
"323","P2","00:44:39","00:44:42","Das ist natürlich ein heftiger Anspruch."
"324","I","00:44:42","00:44:48","Ist es eher nur für euch oder würdest du sagen, das sind so Regeln allgemein für produzierende Unternehmen?"
"325","P2","00:44:49","00:44:57","Also es ist tatsächlich so, dass natürlich da gibt es sogenannte Leitstände."
"326","P2","00:44:59","00:45:06","Leitstände sind in der Lage, digital Engpässe zu erkennen und Lösungsvorschläge vorzuführen."
"327","P2","00:45:06","00:45:17","Das heißt, man könnte ja zum Beispiel diesen Artikel aus dieser Maschine produzieren, weil da braucht es im Hintergrund die Informationen, was kann die Maschine, Spitzenweite, Durchmesser."
"328","P2","00:45:19","00:45:37","Und da gibt es aus meiner Sicht, wir waren da auch schon am gucken, ob es da einen Leitstand gäbe, der solche Analysen per Drag and Drop, sage ich jetzt mal dumm, liefern könnte."
"329","P2","00:45:39","00:45:44","Das wäre natürlich hochinteressant, definitiv, weil so fängt es ja dann an."
"330","P2","00:45:44","00:45:59","Genau das Beispiel, was er gemacht hat, das ist ja jetzt mal Personen, okay, Diese Person bei 12 Grad Außentemperatur, Luftfeuchtigkeit, blablabla, hat auf dieser Maschine dieses Werkstück so schnell gemacht, verstehe."
"331","P2","00:45:59","00:46:12","Und auf einer anderen Maschine, wir machen zum Teil die Werkstücke auf zwei verschiedene Maschinen, da kann es jetzt ein Delta geben, wenn auf einer anderen Maschine ist, wieso, sei mal dahingestellt, vielleicht gefällt es ihm dort nicht oder weiß der geil was."
"332","P2","00:46:12","00:46:16","Aber diese Korrelationen würden wir gerne sehen."
"333","P2","00:46:16","00:46:22","Und das ist natürlich im Moment können wir nur das sehen, wo wir eine eigene these haben."
"334","I","00:46:22","00:46:23","Verstehe."
"335","P2","00:46:23","00:46:31","Ja klar, natürlich, wenn wir sagen, dann können wir runter und die Daten hervorholen, diese these zu beweisen."
"336","P2","00:46:32","00:46:40","Aber das jetzt jemand, dieses Beispiel aufzugreifen, ja, wir gucken jetzt mal, was war die Außentemperatur."
"337","P2","00:46:41","00:46:50","Solche Inputs wären natürlich fast noch attraktiver, weil sie bergen die Chance, dass sie auf etwas hinweisen."
"338","P2","00:46:50","00:46:53","An das haben wir gar noch nicht gedacht."
"339","I","00:46:53","00:46:56","Genau, also so über die Thesen hinweg eigentlich."
"340","P1","00:47:00","00:47:07","Also der, ich weiß nicht, woher der die Antworten nimmt, aber die letzten drei waren falsch."
"341","P1","00:47:09","00:47:13","Und wenn ich ihn frage, woher er das nimmt, dann sagt er mir das zu allgemein."
"342","P1","00:47:13","00:47:16","Also ich habe hier zum Beispiel gefragt."
"343","P1","00:47:16","00:47:18","Wann wurde der das letzte Mal gefertigt."
"344","P1","00:47:18","00:47:21","Sagt er, gibt es nicht, Habe ich hier dann."
"345","P1","00:47:21","00:47:25","Also da gibt es genug Fertigungsaufträge, die."
"346","P1","00:47:25","00:47:30","Alle diesen PPSF D, ist das mit."
"347","P2","00:47:30","00:47:31","Minus D und so?"
"348","P2","00:47:31","00:47:33","Ja, alles korrekt."
"349","P1","00:47:33","00:47:39","Mindestens einmal im Monat sagt er, gibt es nicht, habe ich ihm gesagt, das Letzte Mal am 18."
"350","P1","00:47:39","00:47:52","Dezember sagt er, danke, sage ich wie viele Stück, weil ich hätte jetzt erwartet, dass er dann selber in diesen Fertigungsauftrag kam und da."
"351","P1","00:47:52","00:47:54","Hatten wir am 18."
"352","P1","00:47:54","00:47:59","42 Stück und er sagt 5."
"353","I","00:48:01","00:48:03","Am 18.12."
"354","I","00:48:03","00:48:06","Ja, da hat er einfach falsch, Das stimmt nicht."
"355","P1","00:48:06","00:48:10","Dann habe ich zur Kontrolle gefragt, wie viel waren es am 17."
"356","P1","00:48:10","00:48:13","Und da waren es 20, da sagt er keine."
"357","P1","00:48:15","00:48:33","Und wenn ich frage, woher er diesen Info nimmt, sagt er aus der Datenbank und aus welchem konkreten Tabellenfeld, Artikelnummer, Datum und Menge PPS Rückmeldungen, das wäre schon der richtige Ort, aber keine Ahnung, wo."
"358","P1","00:48:33","00:48:42","Der das, was er da aussagt, hernimmt, stimmt überhaupt nicht Mit den Dingen hierüber ein."
"359","I","00:48:42","00:48:43","Sehr spannend."
"360","P1","00:48:43","00:48:48","Was würdest du sagen, wie soll ich da weitersuchen, dass ich nicht schon die dos verliere?"
"361","P1","00:48:51","00:48:52","Keine Kritik an dem."
"362","P1","00:48:52","00:48:57","Das ist auch, wieso ich ChatGPT für anspruchsvoll dann eben nicht nutze, weil klar."
"363","I","00:48:58","00:49:00","Irgendwann dreht man sich im Kreis dann."
"364","P1","00:49:00","00:49:01","Doch noch den Kopf."
"365","I","00:49:03","00:49:09","Du könntest mal versuchen, ihm zu sagen, er soll genau in der Tabelle nach diesen Fragen suchen."
"366","P1","00:49:11","00:49:11","Das ist schon."
"367","P2","00:49:14","00:49:16","In der Rückmeldung alles drin."
"368","P2","00:49:18","00:49:29","Zum Beispiel Materialrückmeldungen, das sind arbeitszeitrückmeldige Dinge und das unterscheidet sich über Rückmeldungstyp."
"369","P2","00:49:30","00:49:50","Also Wenn über Typ 1 geht, Typen offen wird konfus, weil dann stehen natürlich Materialmengen, wonach eventuell mit der Zeitmeldung verwechseln könnte, weil beides ist natürlich intern in der DB ist beides Currency vom Faltformat."
"370","P2","00:49:50","00:49:54","Ja klar, das kann man nicht einfach so unterscheiden."
"371","I","00:49:54","00:50:04","Ja klar, ich glaube das sind halt genau diese Punkte, wo der dann halt durchaus kommt, weil er halt rein nur auf den Datenbankschemas arbeitet."
"372","P1","00:50:08","00:50:08","Das stimmt."
"373","P1","00:50:10","00:50:13","Der Tag stimmt nicht, stimmt leider auch nicht."
"374","P1","00:50:14","00:50:15","Der 18."
"375","P1","00:50:15","00:50:17","12 Uhr 12."
"376","P2","00:50:19","00:50:26","Was haben wir denn insane am interview 26."
"377","P1","00:50:28","00:50:32","Das war vor heute vor einer Stunde."
"378","P2","00:50:35","00:50:50","Da finde ich es ja auch überraschend möglicherweise richtig, aber 1901 und 1341 das sind zwei Schlüssel."
"379","P1","00:50:54","00:51:00","Ja doch, jetzt hat er recht bei mir jetzt erst gerade reingekommen, aber jetzt."
"380","P1","00:51:00","00:51:14","Habe ich ihm sowohl die Tabelle bestätigt als auch gesagt die letzte Fertigmeldung, weil das heißt wahrscheinlich irgendwie so ähnlich und dann scheint das."
"381","I","00:51:19","00:51:26","Wie würdet ihr die Komplexität dieser Frage und wie wir sie jetzt aufgebaut haben einschätzen?"
"382","I","00:51:28","00:51:37","Ich habe mal jetzt 1 bis 6 haben wir mit und die Cockpit Questions sind ein komplexes 2 eigentlich Level 2."
"383","P1","00:51:37","00:51:45","Okay, das ist einfach ablesen, was da steht natürlich mit viel des Tabellen und Feldnamens."
"384","P1","00:51:53","00:52:02","Ja wir sind überall noch da, wo ich noch nichts exportieren und so weiter muss, was er jetzt zum Beispiel gut gemacht hat, ich habe gefragt, wie viele Stück wurden am 19.01."
"385","P1","00:52:02","00:52:15","Also heute gefertigt und er geht nicht nur auf diese Rückmeldung, sondern er summiert alles, was heute rückgemeldet wurde, die letzten zwei zusammen."
"386","I","00:52:16","00:52:19","Ich glaube das ist dann ja vor allem in diesem Level 1 drin, oder?"
"387","I","00:52:19","00:52:32","Also der eine Punkt war halt die Level 1 Fragen, auf die Xavi nicht ganz so gut trainiert, sag ich mal be nicht so viel testen, weil ich natürlich die ganzen Zahlen nicht genau weiß und auch das Domain Knowledge nicht hab."
"388","I","00:52:32","00:52:34","Das heißt also wir können genau."
"389","P1","00:52:36","00:52:45","Wenn ich jetzt sagen müsste, wie überzeugt ich bin 50 prozent von 100 soll uns aber nicht hindern da weiterzugehen."
"390","P1","00:52:48","00:52:52","Wann haben wir den Artikel."
"391","P1","00:52:59","00:53:07","Letzte Mal verkauft, mit welcher Stückzahl und zu welchem Preis?"
"392","I","00:53:11","00:53:16","Da wäre es jetzt spannend, ob er das alles in einem schafft oder ob er dich vielleicht Stück für Stück ranführen möchte."
"393","P1","00:53:19","00:53:21","Das Problem am 14.01."
"394","P1","00:53:28","00:53:31","Wann hat sich der Preis?"
"395","P1","00:53:38","00:53:44","Das ist was, wo ich jetzt mehrere Klicks machen müsste, bis ich diese Antworten habe, nicht so wie da."
"396","P1","00:53:44","00:53:46","Da ist einfach ein."
"397","P1","00:53:51","00:53:52","Ich weiß nicht, ob er das macht."
"398","P1","00:53:52","00:53:55","Das ist eine gute Antwort, aber sie stimmt nicht."
"399","P1","00:53:57","00:54:00","Wenn ich ein Lagerbuch mach, fragt er."
"400","P1","00:54:00","00:54:03","Stimmt Mitteleinkaufspreis 0 und ich krieg's einfach weg."
"401","P1","00:54:04","00:54:07","Insofern, das ist nicht schlecht."
"402","P2","00:54:14","00:54:16","Meint er sich auf Preis."
"403","P1","00:54:16","00:54:17","Kann halt alles sein."
"404","P1","00:54:18","00:54:25","Wann hat sich der Verkaufspreis dieses Artikels geändert?"
"405","P1","00:54:27","00:54:34","Ja, zum Beispiel, es gibt für jeden in dieser Software, für jeden Artikel einen Einkauf und einen Verkaufspreis."
"406","P1","00:54:34","00:54:40","Und wenn man nur nach Preis fragt, klar geht er auf das, was jetzt als letztes geändert hat."
"407","P1","00:54:40","00:54:42","Das stimmt, aber."
"408","P1","00:54:47","00:54:50","Haut halt logischerweise nicht meine Logik."
"409","I","00:54:52","00:54:58","Glaubst du, es wäre durch so ein Sprachinterface besser, wo du dich besser ausdrücken könntest?"
"410","I","00:54:58","00:55:03","Oder bräuchtest du eher paar Rückfragen zuerst, Sachen wie Preis zu klassieren?"
"411","P1","00:55:04","00:55:05","Das wäre vielleicht nicht schlecht."
"412","P1","00:55:05","00:55:12","Ich bin bei solchen Dingen eher der Meinung, beim Schreiben gebe ich mehr Mühe und es wird exakter, wie wenn ich da einfach reinspreche."
"413","P1","00:55:12","00:55:14","Also würde ich das eigentlich lieber schreiben."
"414","P1","00:55:19","00:55:24","Das stimmt nicht, wurde zuletzt geändert, das stimmt eigentlich nicht."
"415","P1","00:55:25","00:55:31","Und wenn du weiter zurückschaust, zum Beispiel."
"416","P1","00:55:38","00:55:45","Mal schauen, ob das Ja, das geht halt nicht über die Preisänderung, aber er."
"417","P1","00:55:45","00:55:49","Müsste jetzt in den verkauften Artikel zurückschauen."
"418","P1","00:55:49","00:55:52","Wann haben wir diesen Artikel anders verkauft."
"419","P1","00:55:52","00:55:56","Als für 262 Franken 71 ist er."
"420","I","00:55:56","00:55:57","Da jetzt in den richtigen Tabellen?"
"421","P1","00:56:00","00:56:01","Sagt jemand das gleich."
"422","P1","00:56:23","00:56:24","Verkauft?"
"423","P1","00:56:51","00:56:52","Nicht schlecht."
"424","P1","00:56:53","00:57:02","Wobei er müsste bei den verkauften Artikeln Es reicht nicht, wenn er das Preisfeld anschaut, denke ich."
"425","P1","00:57:07","00:57:09","Von Belegposition nicht schlecht."
"426","P1","00:57:11","00:57:13","Weißt du Gott, wirklich in die vergangene Beleg."
"427","P1","00:57:13","00:57:15","So müsste es sich zusammensurfen."
"428","P1","00:57:18","00:57:20","Also wenn ich die Abfrage hier machen."
"429","P1","00:57:20","00:57:28","Würde, die dauert ähnlich lang, je nachdem wie lange das noch geht, sicher irgendwo dann bei zwei."
"430","P1","00:57:40","00:57:41","Das ist."
"431","P1","00:57:50","00:57:51","19."
"432","P1","00:57:51","00:57:54","Dezember, macht keinen Sinn."
"433","P1","00:57:54","00:57:56","Und der gleiche Preis am 12.12."
"434","P1","00:57:56","00:58:03","Das wird wohl stimmen, weil das hätte Anfang 25 enden müssen."
"435","I","00:58:05","00:58:07","Wie kann es sein, dass er 0,0 zieht?"
"436","I","00:58:07","00:58:11","Ist das wirklich ein Fehler von ihm oder gibt es da irgendwas, was in der Datenbank was."
"437","P1","00:58:14","00:58:16","Gibt's keinen Grund."
"438","P1","00:58:51","00:58:56","Ja gut, ich denke, da widerspreche ich ihm, schaue jetzt kurz auf das."
"439","P1","00:59:00","00:59:03","Abo, lager ihn ruhig mit weiterer Frage in der Zwischenzeit."
"440","I","00:59:30","00:59:38","Wie soll er diese Fehler handhaben, wenn er etwas nicht finden kann aus so."
"441","P1","00:59:38","00:59:57","Einer User Experience bestenfalls auch vorschlagen, was er denn könnte oder woran es scheitert zum Beispiel wenn er jetzt sagt Preis ist für mich nicht eindeutig ja mein Fehler ich muss Verkaufspreis sagen aber wenn er einfach irgendwas ausspuckt, der würde lieber."
"442","I","00:59:57","01:00:15","Nachfragen Ja es ist halt auch es ist schlussendlich kein deterministisches System oder das ist glaube ja braucht auch ein anderes Nutzerverhalten dann auf dieselben Ausgaben zu kommen aber klar das muss natürlich so deterministisch wie möglich sein bei gewissen Anfragen und die sind entweder richtig oder."
"443","P1","01:00:15","01:00:19","Falsch oder der hätte jetzt hier klar merken müssen am 12."
"444","P1","01:00:19","01:00:31","März ist gleiche Menge Artikel heißt genau gleich hätte er da die Preisänderung merken müssen keine Ahnung."
"445","P1","01:00:38","01:00:48","Fertigungskosten das wäre jetzt relativ weit hinten wenn er alles machen würde wie hoch sind die Fertigungskosten für diesen Artikel?"
"446","P1","01:00:49","01:00:54","Da sagt er 0 wie kommst du auf."
"447","P2","01:00:57","01:01:10","Ja gut genug Rüstung hat alles irgendwie erkannt aber ich meine mindestens ich bin nicht sicher bei der aber in."
"448","P1","01:01:10","01:01:14","Der Regel haben wir nicht zwingend aber."
"449","P1","01:01:14","01:01:40","Zum Beispiel was auch schön wäre wäre natürlich wenn ich jetzt irgendwo dann muss er aber schon richtig hirnen wenn ich zum Beispiel keinen Stundensatz der Maschine hinterlegt habe dann könnte er ja trotzdem Sehen das dauert 20 Minuten und bei ChatGPT kriege ich einen durchschnittlichen Stundensatz und das meine ich mit diesem verschiedenen Quellen nutzen."
"450","P1","01:01:40","01:01:42","Klar wäre halt wirklich schön."
"451","P1","01:01:45","01:01:50","Mit ICO und gefragt hast du noch Fertigungskosten?"
"452","P2","01:01:50","01:01:51","Fertigungskosten."
"453","P1","01:01:53","01:01:55","Ja da versteht der."
